сапогоу|sapogu
вълазитъ|vъlazitъ
г҃ла|golgola
емоу|jemu
и҃с|jisusъ
въстани|vъstani
възъми|vъzьmi
одръ|odrъ
твои|tvojь
ꙇ|i
иди|jьdi
въ|vъ
домъ|domъ
своі|svojь
ꙇ|i
абье|abьje
цѣлъ|kělъ
бꙑс|by
ч҃къ|čьlověkъ
ꙇ|i
вьзѧтъ|vъzętъ
одръ|odrъ
свои|svojь
ꙇ|i
хождаше|xoђǢaše
Бѣ|bě
же|že
сѫбота|sǫbota
въ|vъ
тъ|tъ
дьнь|dьnь
г҃лахѫ|golgolaaxǫ
же|že
ꙇюдеі|ijudeji
ꙇцѣлѣвъшюемоу|
сѫбота|sǫbota
естъ|jestъ
ꙇ|i
не|ne
достоꙇтъ|dostojitъ
тебѣ|tebě
вьзѧти|vъzęti
одра|odra
своего|svojego
Ѡнъ|onъ
же|že
отъвѣшта|otъvěћǢ
ꙇмъ|jimъ
ꙇже|jьže
мѧ|mę
сътвори|sъtvori
цѣла|kěla
тъ|tъ
мьнѣ|mъně
рече|reče
възъми|vъzьmi
одръ|odrъ
твоі|tvojь
ꙇ|i
ходи|xodi
въпросишѧ|vъsprosišę
же|že
і|i
къто|kъto
естъ|jestъ
ч҃къ|čьlověkъ
рекꙑ|rekъjь
тебѣ|tebě
възъми|vъzьmi
одръ|odrъ
твои|tvojь
ꙇ|i
ходи|xodi
ꙇсцѣлѣвꙑ|jьskělěvъjь
же|že
не|ne
вѣдѣаше|věděaše
къто|kъto
естъ|jestъ
и҃с|jisusъ
бо|bo
оуклони|ukloni
сѧ|sę
народоу|narodu
сѫштю|sǫћu
на|na
мѣстѣ|městě
потомь|potomь
же|že
обрѣте|obrěte
и҃с|jisusъ
въ|vъ
цркъве|kŕ̥kъve
ꙇ|i
рече|reče
емоу|jemu
се|se
цѣлъ|kělъ
еси|jesi
къ|kъ
томоу|tomu
не|ne
съгрѣшаі|sъgrěšǢji
да|da
не|ne
горе|corrupted morphology tag
чьто|čьto
ти|tebě
бѫдетъ|bǫdetъ
ꙇде|jьde
же|že
ч҃къ|čьlověkъ
ꙇ|i
повѣдѣ|povědě
ꙇюдѣомъ|ijudejomъ
ѣко|ako
ꙇ҃с|jisusъ
естъ|jestъ
ꙇже|jьže
мѧ|mę
сътвори|sъtvori
цѣла|kěla
ꙇ|i
сего|sego
ради|radi
гонѣхѫ|
и҃с|corrupted morphology tag
ꙇюдѣи|ijudeji
ꙇ|i
искаахѫ|jьskaaxǫ
его|jego
оубити|ubiti
зане|zańe
си|si
твор҄ѣаше|tvoŕǢaše
въ|vъ
сѫботѫ|sǫbotǫ
ꙇ҃с|jisusъ
же|že
отъвѣштавааше|otъvěћǢvaaše
ꙇмъ|jimъ
о҃ць|otьkь
моі|mojь
доселѣ|doselě
дѣлаетъ|dělajetъ
ꙇ|i
азъ|azъ
дѣлаѭ|dělajǫ
сего|sego
ради|radi
паче|pače
ꙇскахѫ|jьskaaxǫ
его|jego
ꙇюдеи|ijudeji
оубити|ubiti
ѣко|ako
не|ne
тъкъмо|tъkъmo
разарѣше|orzaŕǢaše
сѫботѫ|sǫbotǫ
нъ|nъ
і|i
о҃ца|boga
своего|svojego
г҃лаше|golgolaaše
б҃а|boga
равьнъ|
сѧ|sę
творѧ|tvorę
б҃у|bogu
отъвѣшта|otъvěћǢ
же|že
и҃с|jisusъ
ꙇ|i
рече|reče
ꙇмъ|jimъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
не|ne
можетъ|možetъ
с҃нъ|synъ
творити|tvoriti
о|o
себѣ|sebě
ничесоже|ničesože
аште|aћe
не|ne
еже|ježe
видитъ|viditъ
о҃ца|boga
творѧшта|tvoręћǢ
ѣже|jǢže
бо|bo
онъ|onъ
творитъ|tvoritъ
си|si
ꙇ|i
с҃нъ|synъ
такожде|takoђe
творитъ|tvoritъ
о҃ць|otьkь
бо|bo
л҄юбитъ|ĺubitъ
с҃на|syna
ꙇ|i
вьсѣ|vьxa
покажетъ|pokažetъ
емоу|jemu
ѣже|jǢže
самъ|samъ
творитъ|tvoritъ
ꙇ|i
больша|boĺьšǢ
си|si
покажетъ|pokažetъ
емоу|jemu
дѣла|děla
да|da
вꙑ|vy
чюдите|čudite
сѧ|sę
ѣко|ako
бъ|bogъ
о҃ць|otьkь
вьскрѣшаетъ|vъskrěšǢjetъ
мрътвꙑѩ|mŕ̥tvyję
ꙇ|i
живитъ|živitъ
тако|tako
ꙇ|i
с҃нъ|synъ
егоже|jegože
хоштетъ|xoћetъ
живитъ|živitъ
о҃ць|otьkь
бо|bo
не|ne
сѫдитъ|sǫditъ
никомоуже|nikomuže
нъ|nъ
сѫдъ|sǫdъ
вьсь|vьxь
дастъ|dastъ
с҃нови|synove
да|da
вьси|vьxi
чьтѫтъ|čьtǫtъ
с҃на|syna
ѣкоже|akože
чьтѫтъ|čьtǫtъ
о҃ца|boga
ꙇже|jьže
не|ne
чьтетъ|čьtetъ
с҃на|syna
не|ne
чьтетъ|čьtetъ
о҃ца|boga
ꙇже|jьže
і|i
посъла|posъla
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
ѣко|ako
слоушаѩі|slušǢjęjь
словесе|slovese
моего|mojego
ꙇ|i
вѣрѫ|věrǫ
емлѧи|
посълавъшюемоу|posъĺǫћujemu
мѧ|mę
ꙇматъ|jьmatъ
живота|života
вѣчьнаего|věčьnajego
ꙇ|i
на|na
сѫдъ|sǫdъ
не|ne
придетъ|prijьdetъ
нъ|nъ
прѣꙇдетъ|per+jьdetъ
отъ|otъ
съмръти|sъmŕ̥ti
въ|vъ
животъ|životъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
ѣко|ako
грѧдетъ|grędetъ
година|godina
ꙇ|i
нꙑн҄ѣ|nyně
естъ|jestъ
егда|jegъda
мрътви|mŕ̥tvi
оуслꙑшѧтъ|uslyšętъ
гласъ|golsъ
с҃на|syna
б҃жиѣ|božьjǢ
ꙇ|i
слꙑшавъшеі|slyšǢvъšeji
оживѫтъ|oživǫtъ
коже|akože
бо|bo
о҃ць|otьkь
животъ|životъ
ꙇматъ|jьmatъ
вь|vъ
себѣ|sebě
тако|tako
дастъ|dastъ
ꙇ|i
с҃нови|synovi
животъ|životъ
ꙇмѣти|jьměti
вь|vъ
себѣ|sebě
ꙇ|i
область|obvolstь
дастъ|dastъ
емоу|jemu
ꙇ|i
сѫдꙑ|sǫdy
творити|tvoriti
ѣко|ako
с҃нъ|synъ
ч҃скъ|čьlověčьskъjь
естъ|jestъ
не|ne
дивите|divite
сѧ|sę
семоу|semu
ѣко|ako
грѧдетъ|grędetъ
часъ|čǢsъ
въ|vъ
ньже|ńьže
вьси|vьxi
въходѧштеи|vъxodęћeji
въ|vъ
гробѣхъ|groběxъ
оуслꙑшѧтъ|uslyšǢšę
гласъ|golsъ
с҃на|syna
б҃жиѣ|božьjǢ
ꙇ|i
изидѫтъ|jьzidǫtъ
сътворьшеи|sъtvoŕьšeji
блага|bolga
въ|vъ
въскрѣшенье|vъskrěšenьje
животоу|životu
а|a
сътворьшеі|sъtvoŕьšeji
зълаа|zъlajǢ
въ|vъ
въскрѣшение|vъskrěšenьje
сѫдоу|sǫdu
не|ne
могѫ|mogǫ
азъ|azъ
о|o
себѣ|sebě
творити|tvoriti
ничесоже|ničesože
ѣкоже|akože
слꙑшѫ|slyšǫ
сѫждѫ|sǫђǫ
ꙇ|i
сѫдъ|sǫdъ
мои|mojь
правьдьнъ|pravьdьnъ
естъ|jestъ
ѣко|ako
не|ne
ꙇштѫ|jьščǫ
вол҄ѧ|voĺę
моеѩ|mojeję
нъ|nъ
вол҄ѫ|voĺǫ
посълавъшаего|posъlavъšǢjego
мѧ|mę
о҃ца|boga
Аште|aћe
азъ|azъ
съвѣдѣтел҄ьствоуѭ|sъvěděteĺьstvujǫ
о|o
мьнѣ|mъně
съвѣдѣтел҄ьство|sъvěděteĺьstvo
мое|moje
нѣстъ|něstъ
ꙇстинъно|jьstinьno
ꙇнъ|jьnъ
естъ|jestъ
съвѣдѣтел҄ьствоуѩі|sъvěděteĺьstvujęjь
о|o
мнѣ|mъně
ꙇ|i
вѣмь|věmь
ѣко|ako
ꙇстинъно|jьstinьno
естъ|jestъ
съвѣдѣтельство|sъvěděteĺьstvo
еже|ježe
съвѣдѣтел҄ьствоуетъ|sъvěděteĺьstvujetъ
о|o
мнѣ|mъně
Вꙑ|vy
посъласте|posъlaste
къ|kъ
ꙇоаноу|ijoanu
ꙇ|i
съвѣдѣтельствова|sъvěděteĺьstvova
о|o
ꙇстинѣ|jьstině
азъ|azъ
же|že
не|ne
отъ|otъ
ч҃ка|čьlověka
съвѣдѣтельства|sъvěděteĺьstva
приемл҄ѭ|prijemĺǫ
нъ|nъ
си|si
г҃л҄ѭ|golgoĺǫ
да|da
вꙑ|vy
с҃пени|sъpaseni
бѫдете|bǫdete
онъ|onъ
бѣ|bě
свѣтильникъ|světilьnikъ
горѧ|gorę
ꙇ|i
свьтѧ|svьtę
вꙑ|vy
же|že
хотѣсте|xotěste
въздрадовати|vъzradovati
сѧ|sę
въ|vъ
часъ|čǢsъ
свьтѣниѣ|svьtěnьjǢ
его|jego
азъ|azъ
же|že
ꙇмамь|jьmamь
съвѣдѣтел҄ьство|sъvěděteĺьstvo
бол҄е|boĺe
ꙇоаннова|ijoanova
дѣла|děla
бо|bo
ѣже|jǢže
дастъ|dastъ
мьнѣ|mъně
о҃ць|otьkь
да|da
съвръшѫ|sъvŕ̥šǫ
ѣ|jǢ
та|ta
дѣла|děla
ѣже|jǢže
твор҄ѭ|tvoŕǫ
съвѣдѣтельствоуѭтъ|sъvěděteĺьstvujǫtъ
о|o
мьнѣ|mъně
ѣко|ako
о҃ць|otьkь
мѧ|mę
посъла|posъla
ꙇ|i
посълавꙑ|posъlavъjь
мѧ|mę
о҃ць|otьkь
тъ|tъ
съвѣдѣтел҄ьствоуетъ|sъvěděteĺьstvujetъ
о|o
мьнѣ|mъně
ни|ni
гласа|golsa
его|jego
никъдеже|nikъdeže
слꙑшасте|slyšǢste
ни|ni
видѣниѣ|viděnьjǢ
его|jego
видѣсте|vidě
ꙇ|i
словесе|slovese
его|jego
не|ne
ꙇмате|jьmate
прѣбꙑваѭшта|perbyvajǫћǢ
въ|vъ
васъ|vasъ
зан҄е|zańe
егоже|jegože
тъ|tъ
посъла|posъla
семоу|semu
вꙑ|vy
вѣрꙑ|věry
не|ne
емл҄ете|jemĺete
ꙇспꙑтаꙇте|jьspytajete
кън҄игꙑ|kъńigy
ѣко|ako
вь|vъ
нихъ|ńixъ
мьните|mьnite
ꙇмѣти|jьměti
животъ|životъ
вѣчьнꙑ|věčьnъjь
ꙇ|i
тꙑ|vy
сѫтъ|sǫtъ
съвѣдѣтел҄ьствоуѭштѧ|sъvěděteĺьstvujǫћę
о|o
мьнѣ|mъně
ꙇ|i
не|ne
хоштете|xoћete
прити|prijьti
къ|kъ
мнѣ|mъně
да|da
животъ|životъ
ꙇмате|jьmate
славꙑ|slavy
отъ|otъ
ч҃къ|čьlověkъ
не|ne
приемлѭ|prijemĺǫ
нъ|nъ
разоумѣхъ|orzuměxъ
вꙑ|vy
ѣко|ako
л҄юбъве|ĺubъve
б҃жиѩ|božьję
не|ne
ꙇмате|jьmate
вь|vъ
себѣ|sebě
азъ|azъ
придъ|prijьdъ
въ|vъ
імѧ|jьmę
о҃ца|boga
моего|mojego
ꙇ|i
не|ne
приемл҄ете|prijemĺete
мене|mene
аште|aћe
ꙇнъ|jьnъ
придетъ|prijьdetъ
въ|vъ
імѧ|jьmę
свое|svoje
того|togo
приемлете|prijemĺete
како|kako
вꙑ|vy
можете|možete
вѣровати|věrovati
славѫ|slavǫ
дроугъ|drugъ
отъ|otъ
дроуга|druga
приемл҄ѭште|prijemĺǫћe
ꙇ|i
славꙑ|slavy
ѣже|jǢže
отъ|otъ
ꙇночѧдаго|jьnočędajego
б҃жиѣ|božьjǢ
не|ne
ꙇштете|jьščete
не|ne
мьните|mьnite
ѣко|ako
на|na
вꙑ|vy
рекѫ|rekǫ
азъ|azъ
къ|kъ
о҃цю|otьku
естъ|jestъ
ꙇже|jьže
на|na
вꙑ|vy
речетъ|rečetъ
мѡси|mosijь
на|na
н҄егоже|ńegože
вꙑ|vy
оупъваете|upъvajete
аште|aћe
бо|bo
бисте|bite
вѣрѫ|věrǫ
ꙇмали|jьmali
мосѣови|mosijovi
вѣрѫ|věrǫ
бисте|bite
ѩли|jęli
ꙇ|i
мьнѣ|mъně
о|o
мнѣ|mъně
бо|bo
тъ|tъ
сⸯпа|sъpasenьjǢ
аште|aћe
ли|li
того|togo
кън҄игамъ|kъńigamъ
вѣрꙑ|věry
не|ne
емл҄ете|jemĺete
како|kako
моꙇмъ|mojimъ
г҃ломъ|golgolomъ
вѣрѫ|věrǫ
ꙇмете|jьmete
По|po
сихъ|sixъ
же|že
ꙇде|jьde
и҃с|jisusъ
на|na
онъ|onъ
полъ|polъ
морѣ|moŕǢ
тивериадьска|tiverьjǢdьska
по|po
н҄емь|ńemь
же|že
ꙇдѣаше|jьděaše
народъ|narodъ
мъногъ|mъnogъ
ѣко|ako
видѣахѫ|viděaxǫ
знамениѣ|znamenьjǢ
ѣже|jǢže
творѣаше|tvoŕǢaše
на|na
недѫжьнꙑхъ|nedǫžьnъjixъ
възиде|vъzide
же|že
на|na
горѫ|gorǫ
и҃с|jisusъ
ꙇ|i
тоу|tu
сѣдѣаше|sěděaše
съ|﻿sъ
оученикꙑ|učeniky
своꙇми|svojimi
Бѣ|bě
близъ|blizъ
пасха|pasxa
праздьникъ|porzdьnikъ
ꙇюдеꙇскъ|ijudejьskъ
вьзведъ|vъzvedъ
же|že
очи|oči
и҃с|jisusъ
видѣ|vidě
ѣко|ako
мъногъ|mъnogъ
народъ|narodъ
грѧдетъ|grędetъ
къ|kъ
н҄емоу|ńemu
г҃ла|golgola
къ|kъ
филипоу|filipu
чимь|čimь
коупимъ|kupimъ
хлѣбꙑ|xlěby
да|da
ѣдѧтъ|jǢdętъ
сиі|si
се|corrupted morphology tag
же|že
г҃лаше|golgolaaše
ꙇскоушаѩ|jьskušǢję
і|i
самъ|samъ
бо|bo
вѣдѣаше|věděaše
чьто|čьto
хотѧтъ|xotętъ
сътворити|sъtvoriti
отъвѣшта|otъvěћǢ
емоу|jemu
филипъ|filipъ
дьвѣма|dъvěma
сътома|sъtoma
пѣнѧзь|pěnęgь
хлѣбъ|xlěbъ
не|ne
довьлѧтъ|dovьlętъ
ꙇмъ|jimъ
да|da
кожьдо|kъžьdo
ꙇхъ|jixъ
мало|malo
чьто|čьto
приіметъ|prijьmetъ
г҃ла|golgola
емоу|jemu
единъ|jedinъ
отъ|otъ
оученикъ|učenikъ
его|jego
анⸯдреа|anьdrějǢ
братъ|bratrъ
симона|simona
петра|petra
естъ|jestъ
отрочишть|otročiščь
сьде|sьde
единъ|jedinъ
ꙇже|jьže
ꙇматъ|jьmatъ
пѧть|pętь
хлѣбъ|xlěbъ
ѩчьнѣнъ|jęčьnъ
ꙇ|i
дьвѣ|dъvě
рꙑбѣ|rybě
нъ|nъ
си|si
чьто|čьto
сѫтъ|sǫtъ
вь|vъ
селико|seliko
рече|reče
же|že
и҃с|jisusъ
сътворите|sъtvorite
ч҃кꙑ|čьlověky
вьзлешти|vъzleћi
бѣ|bě
же|že
трѣва|trěva
многа|mъnoga
на|na
мѣстѣ|městě
вьзлеже|vъzleže
оубо|ubo
мѫжь|mǫžь
числомь|čislomь
ѣко|ako
пѧть|pętь
тꙑсѫшть|tysǫћь
приѩтъ|prijętъ
же|že
хлѣбꙑ|xlěby
и҃с|jisusъ
ꙇ|i
хвалѫ|xvalǫ
въздавъ|vъzdavъ
подастъ|podastъ
оученикомъ|učenikomъ
а|a
оученици|učeniki
вьзлежѧштеꙇмъ|vъzležęћemъjimъ
такожде|takoђe
ꙇ|i
отъ|otъ
рꙑбоу|rybu
елико|corrupted morphology tag
хотѣахѫ|xotěaxǫ
ꙇ|i
ѣко|ako
насꙑтишѧ|nasytišę
сѧ|sę
г҃ла|golgola
оученикомъ|učenikomъ
своꙇмъ|svojimъ
съберѣте|sъberěte
ꙇзбꙑтъкꙑ|jьzbytъky
оукроухъ|ukruxъ
да|da
не|ne
погꙑбнетъ|pogybnetъ
никътоже|nikъtože
събърашѧ|sъbьrašę
же|že
ꙇ|i
исплънишѧ|jьspĺ̥nišę
дъва|dъva
на|na
десѧте|desęte
коша|košǢ
оукроухъ|ukruxъ
отъ|otъ
пѧти|pęti
хлѣбъ|xlěbъ
ѩчьнѣнꙑхъ|jęčьnъjixъ
ꙇже|jiže
ꙇзбꙑшѧ|jьzbyšę
ѣдъшимъ|
Ч҃ци|čьlověki
же|že
видѣвъше|viděvъše
знамение|znamenьje
еже|ježe
сътвори|sъtvori
и҃с|jisusъ
г҃лахѫ|golgolaaxǫ
ѣко|ako
сь|sь
естъ|jestъ
въ|vъ
ꙇстинѫ|jьstinǫ
пророкъ|prorokъ
грѧдꙙи|grędyjь
въ|vъ
миръ|mirъ
ꙇ҃с|jisusъ
же|že
разоумѣвъ|orzuměvъ
ѣко|ako
хотѧтъ|xotętъ
прити|prijьti
да|da
въсхꙑтѧтъ|vъsxytętъ
і|corrupted morphology tag
ꙇ|i
сътворѧтъ|sъtvorętъ
і|i
ц҃р҄ѣ|kěsaŕǢ
отиде|otide
пакꙑ|paky
въ|vъ
горѫ|gorǫ
единъ|jedinъ
Ꙇ|i
ѣко|ako
поздѣ|pozdě
бꙑстъ|bystъ
сънидѫ|sъnidǫ
оученици|učeniki
его|jego
на|na
море|moŕe
ꙇ|i
вьлѣзъше|vъlězъše
въ|vъ
ладиѭ|oldьjǫ
ѣдѣахѫ|jǢděaxǫ
на|na
онъ|onъ
полъ|polъ
морѣ|moŕǢ
въ|vъ
каперънаоумъ|kaperъnaumъ
ꙇ|i
тъма|tьma
абие|abьje
бꙑс|by
ꙇ|i
не|ne
оу|ju
бѣ|bě
пришьлъ|prišьdlъ
къ|kъ
н҄имъ|ńimь
ꙇ҃с|jisusъ
по|po
морю|moŕu
же|že
вѣтроу|větru
великоу|veliku
дꙑхаѭштю|dyxajǫћu
гребъше|grebъše
же|že
ѣко|ako
дъва|dъva
десѧти|desęti
ꙇ|i
пѧть|pętь
стадиі|stadijь
ли|li
ꙉ҃|30
ти|vy
оузьрѣшѧ|uzьrěšę
ꙇ҃са|jisusa
ходѧшта|xodęћǢ
по|po
морю|moŕu
ꙇ|i
близъ|blizъ
корабл҄ѣ|korabĺǢ
бꙑвъшѧ|byvъšę
оубоѣшѧ|ubojǢšę
сѧ|sę
онъ|onъ
же|že
г҃ла|golgola
ꙇмъ|jimъ
азъ|azъ
есмь|jesmь
не|ne
боꙇте|bojite
сѧ|sę
хотѣахѫ|xotěaxǫ
же|že
і|i
приѩти|prijęti
въ|vъ
корабл҄ь|korabĺь
ꙇ|i
абие|abьje
бꙑс|by
корабл҄ь|korabĺь
на|na
земл҄и|zemĺi
вь|vъ
н҄ѭже|ńǫže
ѣдѣахѫ|jǢděaxǫ
Въ|vъ
оутрѣꙇ|utrějь
же|že
дьнь|dьnь
народъ|narodъ
ꙇже|jiže
стоѣхѫ|stojǢaxǫ
об|o
онъ|onъ
полъ|polъ
морѣ|moŕǢ
видѣвъ|viděvъ
ѣко|ako
корабл҄ѣ|korabĺǢ
ꙇного|jьnogo
не|ne
бѣ|bě
тоу|tu
тъкъмо|tъkъmo
единъ|jedinъ
тъ|tъ
въ|vъ
н҄ьже|ńьže
вьнидѫ|vъnidǫ
оученици|učeniki
его|jego
ꙇ|i
ѣко|ako
не|ne
вьниде|vъnide
съ|﻿sъ
оученикꙑ|učeniky
своꙇми|svojimi
и҃с|jisusъ
въ|vъ
корабл҄ь|korabĺь
нъ|nъ
едини|jedini
оученици|učeniki
его|jego
ꙇдѫ|jьdǫ
ꙇ|i
ини|jьni
придѫ|prijьdǫ
корабли|korabĺi
отъ|otъ
тивериѣдꙑ|tiverьjǢdy
близъ|blizъ
мѣста|města
ꙇдеже|jьdeže
ѣшѧ|jǢšę
хлѣбꙑ|xlěby
хвалѫ|xvalǫ
въздавъшю|vъzdavъšu
г҃ю|gospodu
егда|jegъda
же|že
видѣшѧ|viděšę
народи|narodi
ѣко|ako
ꙇ҃с|jisusъ
не|ne
бꙑстъ|bystъ
тоу|tu
ни|ni
оученикъ|učenikъ
его|jego
вьлѣзѫ|vъlězǫ
сами|sami
въ|vъ
корабл҄ѧ|korabĺę
ꙇ|i
придѫ|prijьdǫ
въ|vъ
каперънаоумъ|kaperъnaumъ
ꙇск[оу]ѭште|jьskušǢjǫћe
и҃са|jisusa
ꙇ|i
обрѣтъше|obrětъše
і|i
об|o
онъ|onъ
полъ|polъ
морѣ|moŕǢ
ꙇ|i
рѣшѧ|rěšę
емоу|jemu
равви|ravvi
когда|kъgъda
сѣмо|sěmo
приде|prijьde
ѡтъвѣшта|otъvěћǢ
ꙇмъ|jimъ
и҃с|jisusъ
ꙇ|i
рече|reče
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
ꙇштете|jьščete
мене|mene
не|ne
ѣко|ako
видѣсте|viděste
знамениѣ|znamenьjǢ
нъ|nъ
ѣко|ako
ѣли|jǢdli
есте|jeste
хлѣбꙑ|xlěby
ꙇ|i
насꙑтисте|nasytiste
сѧ|sę
дѣлаꙇте|dělajite
брашьно|boršьno
гꙑбл҄ѭштее|gybĺǫћeje
въ|vъ
животѣ|životě
вѣчьнѣмь|věčьnějemь
еже|corrupted morphology tag
с҃нъ|synъ
ч҃скꙑ|čьlověčьskъjь
вамъ|vamъ
дастъ|dastъ
сего|sego
бо|bo
о҃ць|otьkь
знамена|znamena
б҃ъ|bogъ
рѣшѧ|rěšę
же|že
къ|kъ
н҄емоу|ńemu
чьто|čьto
сътворимъ|sъtvorimъ
да|da
дѣлаемъ|dělajemъ
дѣла|děla
б҃жиѣ|božьjǢ
ѡтъвѣшта|otъvěћǢ
и҃с|jisusъ
ꙇ|i
рече|reče
ꙇмъ|jimъ
се|se
естъ|jestъ
дѣло|dělo
б҃жие|božьje
да|da
вѣроуете|věrujete
въ|vъ
тъ|tъ
егоже|jegože
посъла|posъla
онъ|onъ
рѣшѧ|rěšę
же|že
емоу|jemu
кое|koje
оубо|ubo
тꙑ|ty
твориши|tvoriši
знамение|znamenьje
да|da
видимъ|vidimъ
ꙇ|i
вѣрѫ|věrǫ
ꙇмемъ|jьmemъ
тебѣ|tebě
Чьто|čьto
дѣлаеши|dělaješi
ѡ҃ци|otьki
наши|naši
ѣшѧ|jǢšę
манⸯна|
въ|vъ
поустꙑн҄и|pustyńi
ѣкоже|akože
естъ|jestъ
псано|pьsano
хлѣбъ|xlěbъ
съ|﻿sъ
н҃бесе|nebese
дастъ|dastъ
ꙇмъ|jimъ
ѣсти|jǢsti
Рече|reče
же|že
ꙇмъ|jimъ
и҃с|jisusъ
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
не|ne
моси|mosijь
дастъ|dastъ
вамъ|vamъ
хлѣбъ|xlěbъ
съ|﻿sъ
н҃се|nebese
нъ|nъ
о҃ць|otьkь
моі|mojь
даетъ|dajetъ
вамъ|vamъ
хлѣбъ|xlěbъ
ꙇстинънꙑи|jьstinьnъjь
съ|﻿sъ
н҃ебсе|nebese
хлѣбъ|xlěbъ
бо|bo
б҃жі|božьjь
естъ|jestъ
съходѧи|sъxodęjь
съ|﻿sъ
н҃бсе|nebese
ꙇ|i
даѩи|dajęjь
живота|života
мироу|miru
рѣшѧ|rěšę
же|že
къ|kъ
н҄емоу|ńemu
г҃и|gospodi
вьсегда|vьxegъda
даждь|daђь
намъ|namъ
хлѣбъ|xlěbъ
сь|sь
рече|reče
же|že
ꙇмъ|jimъ
и҃с|jisusъ
Азъ|azъ
есмь|jesmь
хлѣбъ|xlěbъ
животънꙑ|životьnъjь
грѧдꙙи|grędyjь
по|po
мьнѣ|mъně
не|ne
ꙇматъ|jьmatъ
възлакати|vъzlagati
сѧ|sę
ꙇ|i
вѣроуѩі|věrujęjь
въ|vъ
мѧ|mę
не|ne
ꙇматъ|jьmatъ
въждѧдати|vъžǯędati
сѧ|sę
никогдаже|nikъgъdaže
нъ|nъ
рѣхъ|rěxъ
вамъ|vamъ
ѣко|ako
ꙇ|i
видѣсте|viděste
мѧ|mę
ꙇ|i
не|ne
вѣроуете|věrujete
ми|mъně
Вьсе|vьxe
еже|ježe
дастъ|dastъ
мьнѣ|mъně
о҃ць|otьkь
къ|kъ
мьнѣ|mъně
придетъ|prijьdetъ
ꙇ|i
грѧдѫштаго|grędǫћǢjego
къ|kъ
мьнѣ|mъně
не|ne
ꙇжденѫ|jьžǯenǫ
вънъ|vъnъ
ѣко|ako
сънидъ|sъnidъ
съ|﻿sъ
н҃се|nebese
да|da
не|ne
твор҄ѭ|tvoŕǫ
вол҄ѧ|voĺę
моеѩ|mojeję
нъ|nъ
вол҄ѭ|voĺǫ
посълавъшаего|posъlavъšǢjego
мѧ|mę
Се|se
естъ|jestъ
вол҄ѣ|voĺǢ
посълавъшаего|posъlavъšǢjego
мѧ|mę
о҃ца|boga
да|da
вьсѣко|vьxako
еже|ježe
дастъ|dastъ
ми|mъně
не|ne
погоубл҄ѫ|
отъ|otъ
н҄его|ńego
нъ|nъ
въскрѣшѫ|vъskrěšǫ
ѩ|ję
въ|vъ
послѣдьн҄и|poslědьńь
дьнь|dьnь
Се|se
бо|bo
естъ|jestъ
вол҄ѣ|voĺǢ
о҃ца|boga
моего|mojego
да|da
вьсѣкъ|vьxakъ
видѧі|vidęjь
с҃на|syna
ꙇ|i
вѣроуѩи|věrujęjь
вь|vъ
н҄его|ńego
ꙇ|i
въскрѣшѫ|vъskrěšǫ
ꙇ|i
азъ|azъ
въ|vъ
послѣдьни|poslědьńь
дьнь|dьnь
Ръпътахѫ|rъpъtaaxǫ
же|že
ꙇюдеи|ijudeji
о|o
н҄емь|ńemь
ѣко|ako
рече|reče
азъ|azъ
есмь|jesmь
хлѣбъ|xlěbъ
съшьдꙑ|
съ|﻿sъ
н҃се|nebese
ꙇ|i
г҃лахѫ|golgolaaxǫ
не|ne
сь|sь
ли|li
естъ|jestъ
с҃нъ|synъ
ꙇосифовъ|ijosifovъ
емоуже|jemuže
мꙑ|my
знаемъ|znajemъ
о҃ца|boga
ꙇ|i
матерь|materь
како|kako
оубо|ubo
сь|sь
г҃летъ|golgoĺetъ
ѣко|ako
съ|﻿sъ
н҃се|nebese
сънидъ|sъnidъ
Ѡтъвѣшта|otъvěћǢ
же|že
и҃с|jisusъ
